"","Name","Age","Overall rating","Potential","Team & Contract","ID","Height","Weight","foot","Best overall","Best position","Growth","Joined","Loan date end","Value","Wage","Release clause","Total attacking","Crossing","Finishing","Heading accuracy","Short passing","Volleys","Total skill","Dribbling","Curve","FK Accuracy","Long passing","Ball control","Total movement","Acceleration","Sprint speed","Agility","Reactions","Balance","Total power","Shot power","Jumping","Stamina","Strength","Long shots","Total mentality","Aggression","Interceptions","Positioning","Vision","Penalties","Composure","Total defending","Marking","Standing tackle","Sliding tackle","Total goalkeeping","GK Diving","GK Handling","GK Kicking","GK Positioning","GK Reflexes","Total stats","Base stats","Weak foot","Skill moves","Attacking work rate","Defensive work rate","International reputation","Body type","Pace / Diving","Shooting / Handling","Passing / Kicking","Dribbling / Reflexes","Defending / Pace","Physical / Positioning"
NA,"B. AcostaCB",31,71,71,"Brann
2015 ~ 2021",213718,"182cm / 6'0""","92kg / 203lbs","Right",70,"CB",0,"Mar 27, 2015","N/A","€1.6M","€4K","€2M",236,29,35,68,56,48,237,45,39,34,60,59,276,49,49,56,63,59,361,64,80,71,93,53,250,82,65,34,32,37,66,207,70,70,67,51,12,6,7,12,14,1618,344,3,2,"Medium","High",1,"Stocky (170-185)",49,45,44,52,69,85
NA,"TramontinaldoRB RM",34,71,71,"Athletico PR
2018 ~ 2021",230358,"175cm / 5'9""","71kg / 157lbs","Right",70,"RB",0,"Jan 1, 2018","N/A","€675K","€10K","€1.3M",316,73,45,69,74,55,327,61,61,62,71,72,361,63,71,77,71,79,276,53,55,63,54,51,283,54,54,51,61,63,64,226,74,77,75,44,14,8,7,8,7,1833,381,3,2,"Medium","Medium",1,"Lean (170-185)",67,50,70,67,71,56
NA,"D. Lamkel ZéRW LW CM",21,71,78,"Antwerp
2018 ~ 2022",234710,"192cm / 6'4""","78kg / 172lbs","Right",72,"CAM",7,"Jul 24, 2018","N/A","€3.3M","€7K","€5.7M",329,60,66,68,73,62,360,75,68,68,76,73,342,76,90,69,59,48,346,68,71,75,70,62,336,88,48,69,72,59,58,147,47,58,42,54,11,6,12,12,13,1914,418,3,3,"High","Medium",1,"Lean (185+)",84,65,70,72,52,75
NA,"T. BoydRM LM",23,71,75,"Ankaragücü
May 31, 2019 On loan",211672,"180cm / 5'11""","66kg / 146lbs","Right",72,"RW",4,"Jul 1, 2015","May 31, 2019","€3.1M","€10K","€0",290,69,69,44,65,43,304,74,74,40,44,72,394,84,82,78,73,77,331,70,59,72,65,65,227,34,12,69,61,51,64,46,20,14,12,50,8,7,14,14,7,1642,362,3,3,"Medium","Medium",1,"Lean (170-185)",83,66,61,74,18,60
NA,"Kang Hyeon MuGK",23,71,75,"Pohang Steelers
2014 ~ 2023",221912,"185cm / 6'1""","78kg / 172lbs","Right",70,"GK",4,"Jan 1, 2014","N/A","€2.2M","€4K","€2.9M",90,14,16,19,29,12,90,20,19,19,22,10,246,42,47,32,69,56,142,20,50,27,32,13,152,25,23,15,64,25,50,58,23,20,15,343,71,66,63,69,74,1121,388,3,1,"Medium","Medium",1,"Normal (185+)",71,66,63,74,45,69
NA,"L. AnteiCB",26,71,74,"Benevento
2018 ~ 2021",205529,"188cm / 6'2""","77kg / 170lbs","Right",70,"CB",3,"Jul 4, 2018","N/A","€2.5M","€4K","€4.1M",183,25,16,70,52,20,220,40,46,26,53,55,263,53,52,47,70,41,273,39,70,58,70,36,246,76,70,23,30,47,62,220,72,75,73,57,14,11,10,11,11,1462,307,2,2,"Medium","Medium",1,"Lean (185+)",52,27,41,47,72,68
NA,"K. AcostaCM CDM",22,71,78,"Colorado Rapids
2018 ~ 2021",213209,"178cm / 5'10""","68kg / 150lbs","Right",71,"RM",7,"Jul 23, 2018","N/A","€3.3M","€5K","€5.4M",320,68,60,66,71,55,360,71,77,73,67,72,374,77,77,74,73,73,389,79,79,90,68,73,342,78,66,66,66,66,72,192,65,67,60,46,12,7,12,8,7,2023,426,5,3,"Medium","Medium",1,"Normal (170-185)",77,67,69,72,65,76
NA,"J. BeauguelST",26,71,72,"Viktoria Plzeň
2019 ~ 2022",216793,"196cm / 6'5""","96kg / 212lbs","Left",70,"ST",1,"Jan 26, 2019","N/A","€2.8M","€1K","€6.4M",302,30,72,74,61,65,279,69,52,34,55,69,289,67,70,52,61,39,340,70,54,62,93,61,291,61,39,70,56,65,65,84,20,33,31,52,8,10,12,14,8,1637,365,3,3,"Medium","Low",1,"Normal (185+)",69,69,51,65,34,77
NA,"J. DeziCM",26,71,71,"Parma
2018 ~ 2022",206042,"178cm / 5'10""","68kg / 150lbs","Right",70,"CM",0,"Jul 1, 2018","N/A","€2.5M","€20K","€4.5M",296,54,65,52,72,53,326,71,55,58,70,72,358,77,75,69,64,73,340,59,75,93,53,60,315,66,62,66,69,52,72,187,62,65,60,51,10,13,7,14,7,1873,404,3,3,"High","Medium",1,"Lean (170-185)",76,62,66,71,62,67
NA,"C. QuintanaCB",30,71,71,"Argentinos Juniors
2019 ~ 2022",234458,"190cm / 6'3""","84kg / 185lbs","Left",70,"CB",0,"Jan 22, 2019","N/A","€1.8M","€9K","€2.6M",232,35,24,75,67,31,230,42,30,33,63,62,248,50,51,47,57,43,301,52,70,68,84,27,248,68,71,36,28,45,55,206,69,68,69,51,8,12,7,12,12,1516,327,3,2,"Low","Medium",1,"Normal (185+)",51,32,49,49,70,76
NA,"A. TinnerholmRB",27,71,71,"New York City
2018 ~ 2022",199131,"176cm / 5'9""","75kg / 165lbs","Right",72,"RWB",0,"Feb 7, 2018","N/A","€2M","€6K","€2.9M",267,62,49,25,67,64,301,68,62,42,62,67,354,67,81,71,74,61,321,52,58,92,69,50,309,77,72,60,65,35,67,210,72,70,68,64,9,15,11,13,16,1826,398,3,3,"High","High",1,"Normal (170-185)",75,50,63,68,66,76
NA,"J. AttamahCB CDM",24,71,74,"İstanbul Başakşehir
2016 ~ 2020",234716,"180cm / 5'11""","80kg / 176lbs","Right",70,"CB",3,"Jun 14, 2016","N/A","€2.5M","€10K","€5M",255,33,27,66,69,60,240,51,36,32,66,55,325,70,68,58,65,64,363,69,78,77,78,61,270,59,70,32,67,42,60,213,68,76,69,46,6,6,13,9,12,1712,370,2,2,"High","Medium",1,"Lean (170-185)",69,45,57,54,71,74
NA,"BremerCB",21,71,80,"Torino
2018 ~ 2023",239580,"188cm / 6'2""","80kg / 176lbs","Right",70,"CB",9,"Jul 10, 2018","N/A","€3.2M","€15K","€6.1M",243,34,35,75,66,33,217,55,28,20,54,60,320,64,67,62,68,59,277,49,75,54,78,21,249,72,70,28,36,43,64,207,68,70,69,52,13,15,13,5,6,1565,348,2,2,"Medium","Medium",1,"Normal (185+)",66,35,48,58,70,71
NA,"FontàsCB",28,71,71,"Sporting KC
2018 ~ 2022",192476,"185cm / 6'1""","86kg / 190lbs","Left",70,"CDM",0,"Aug 8, 2018","N/A","€1.9M","€6K","€2.9M",295,60,45,69,75,46,311,58,58,52,76,67,220,30,31,54,70,35,275,58,45,44,81,47,301,74,72,43,60,52,69,212,69,72,71,66,16,14,11,16,9,1680,346,3,2,"Medium","Medium",1,"Normal (185+)",31,48,67,60,71,69
NA,"E. PribLM LB CM",28,71,71,"Hannover 96
2013 ~ 2021",192732,"180cm / 5'11""","77kg / 170lbs","Left",70,"CAM",0,"Jul 1, 2013","N/A","€2.4M","€20K","€4.3M",324,73,61,55,72,63,352,73,71,68,67,73,345,70,68,68,67,72,348,74,71,60,67,76,325,63,66,69,70,57,65,202,70,66,66,45,6,15,8,10,6,1941,410,3,3,"Medium","High",2,"Normal (170-185)",69,67,71,72,66,65
NA,"L. QuintanaCB",26,71,74,"Pumas UNAM
2011 ~ 2022",210653,"178cm / 5'10""","74kg / 163lbs","Right",70,"CB",3,"Jan 1, 2011","N/A","€2.5M","€15K","€4.4M",245,40,41,65,64,35,255,62,24,42,60,67,294,54,55,64,64,57,333,49,87,76,78,43,247,70,67,27,52,31,58,212,67,73,72,57,8,16,14,8,11,1643,359,3,2,"Medium","Medium",1,"Normal (170-185)",55,42,53,64,69,76
NA,"DefendiCB",32,71,71,"Desportivo Aves
2017 ~ 2019",158685,"190cm / 6'3""","84kg / 185lbs","Left",70,"CB",0,"Jul 12, 2017","N/A","€1.4M","€8K","€2.9M",218,32,26,77,59,24,214,38,28,36,51,61,234,37,36,49,68,44,255,35,56,51,81,32,255,72,73,32,45,33,66,203,70,71,62,48,10,6,6,13,13,1427,302,3,2,"Medium","Medium",1,"Normal (185+)",36,30,47,48,71,70
NA,"JonasCDM",26,71,72,"Al Ittihad
2018 ~ 2021",227293,"185cm / 6'1""","82kg / 181lbs","Right",72,"CB",1,"Jul 9, 2018","N/A","€2.3M","€20K","€4.1M",250,46,35,56,74,39,269,54,48,49,58,60,311,60,61,54,75,61,356,73,70,72,74,67,292,87,77,37,42,49,59,213,70,75,68,53,8,12,8,15,10,1744,372,2,2,"Medium","High",1,"Normal (185+)",61,50,57,57,71,76
NA,"D. BatthCB",27,71,73,"Stoke City
2019 ~ 2022",195037,"191cm / 6'3""","90kg / 198lbs","Right",70,"CB",2,"Jan 29, 2019","N/A","€2.3M","€20K","€4.6M",192,24,20,75,55,18,172,31,25,16,56,44,192,31,32,34,58,37,287,32,74,72,91,18,246,78,67,35,39,27,51,211,70,71,70,49,11,11,8,10,9,1349,287,2,2,"Low","High",1,"Normal (185+)",32,23,42,37,70,83
NA,"H. Van Der BruggenCM CDM",25,71,73,"Kortrijk
2017 ~ 2021",201438,"180cm / 5'11""","74kg / 163lbs","Right",70,"CM",2,"Jan 17, 2017","N/A","€2.8M","€10K","€4.5M",316,67,54,60,72,63,339,64,68,65,71,71,316,57,54,69,69,67,340,73,58,78,63,68,335,66,71,68,72,58,73,193,66,64,63,65,13,14,14,16,8,1904,387,4,3,"Medium","High",1,"Lean (170-185)",55,62,70,67,66,67
NA,"F. MárquezST LM",30,71,71,"Defensa y Justicia
2019 ~ 2020",215262,"184cm / 6'0""","86kg / 190lbs","Right",70,"ST",0,"Jan 21, 2019","N/A","€2.3M","€10K","€3.4M",307,41,73,69,68,56,271,68,41,33,60,69,349,73,79,72,66,59,383,73,80,77,83,70,271,48,23,65,67,68,66,92,28,32,32,55,11,14,6,13,11,1728,380,3,3,"Medium","Medium",1,"Normal (170-185)",76,71,58,68,33,74
NA,"K. BalantaCDM CM",21,71,83,"Tijuana
Dec 31, 2019 On loan",225502,"179cm / 5'10""","73kg / 161lbs","Right",70,"CDM",12,"Jul 3, 2014","Dec 31, 2019","€3.7M","€9K","€0",255,38,42,70,69,36,272,58,36,37,71,70,344,68,66,73,73,64,362,64,78,87,75,58,308,81,66,60,58,43,57,199,73,69,57,51,11,11,9,6,14,1791,387,3,2,"Medium","High",1,"Normal (170-185)",67,50,58,64,69,79
NA,"SilvosinhoRB RM RWB",34,71,71,"Santos
2018 ~ 2021",230366,"177cm / 5'10""","73kg / 161lbs","Right",70,"RB",0,"Jan 1, 2018","N/A","€675K","€10K","€1.3M",307,75,46,75,69,42,293,43,43,68,63,76,341,76,59,60,71,75,334,65,69,76,60,64,293,72,62,51,45,63,68,211,72,63,76,44,7,8,10,12,7,1823,377,3,2,"Medium","Medium",1,"Normal (170-185)",67,54,63,58,68,67
NA,"Diogo GonçalvesLW LM",21,71,79,"Nottingham Forest
Jun 30, 2019 On loan",231390,"177cm / 5'10""","71kg / 157lbs","Right",72,"LW",8,"Jul 1, 2015","Jun 30, 2019","€3.5M","€20K","€0",316,59,65,60,65,67,346,75,78,70,50,73,386,79,84,75,72,76,356,77,70,72,65,72,297,58,31,71,70,67,78,121,60,33,28,50,13,15,7,6,9,1872,397,4,3,"Medium","Medium",1,"Lean (170-185)",82,69,63,74,43,66
NA,"B. BiałkowskiGK",30,71,71,"Ipswich Town
2014 ~ 2021",155871,"193cm / 6'4""","86kg / 190lbs","Right",70,"GK",0,"Jul 15, 2014","N/A","€1.5M","€6K","€2.8M",81,11,13,12,33,12,87,14,11,12,32,18,251,42,42,48,70,49,195,10,66,39,69,11,120,27,19,10,47,17,61,38,9,15,14,350,67,71,67,74,71,1122,392,3,1,"Medium","Medium",1,"Normal (185+)",67,71,67,71,42,74
NA,"Tony MuttinhoRB RWB RM",34,71,71,"Paraná
2018 ~ 2021",230367,"183cm / 6'0""","80kg / 176lbs","Right",70,"RB",0,"Jan 1, 2018","N/A","€675K","€15K","€1.3M",301,67,45,66,72,51,297,61,53,45,71,67,335,67,73,71,67,57,295,48,51,73,77,46,302,65,66,59,51,61,63,216,71,73,72,43,8,8,7,12,8,1789,388,3,2,"Medium","Medium",1,"Normal (170-185)",70,48,64,64,70,72
NA,"L. StulacCDM",23,71,79,"Parma
2018 ~ 2023",240095,"175cm / 5'9""","70kg / 154lbs","Right",70,"CDM",8,"Jul 1, 2018","N/A","€3M","€20K","€6M",311,60,52,55,77,67,335,60,70,66,70,69,352,69,71,74,66,72,358,76,64,71,69,78,319,70,67,64,68,50,61,203,64,70,69,58,13,5,12,13,15,1936,403,3,2,"Medium","Medium",1,"Lean (170-185)",70,63,70,65,66,69
NA,"S. MoutoussamyCM CDM LW",21,71,79,"Nantes
2017 ~ 2024",240351,"176cm / 5'9""","72kg / 159lbs","Left",70,"CAM",8,"Sep 6, 2017","N/A","€3.4M","€10K","€7.3M",312,68,58,48,76,62,315,74,53,42,70,76,370,77,72,79,60,82,287,55,42,68,58,64,292,51,64,64,67,46,66,209,66,74,69,42,6,9,14,8,5,1827,402,3,3,"High","Medium",1,"Lean (170-185)",74,59,69,75,67,58
NA,"Zhang LinpengCB RB",29,71,71,"Guangzhou Evergrande
2010 ~ 2020",200672,"186cm / 6'1""","78kg / 172lbs","Right",70,"CB",0,"Nov 22, 2010","N/A","€1.8M","€10K","€4M",260,65,33,75,63,24,260,59,50,34,58,59,342,71,72,63,65,71,373,77,80,76,85,55,305,83,68,56,64,34,68,198,69,64,65,49,8,8,9,14,10,1787,390,3,2,"High","High",1,"Normal (185+)",72,47,61,60,68,82
NA,"R. KöseGK",30,71,71,"Kasımpaşa
2015 ~ 2021",189920,"193cm / 6'4""","89kg / 196lbs","Right",70,"GK",0,"Jul 9, 2015","N/A","€1.5M","€8K","€3M",105,22,11,15,42,15,100,20,15,12,34,19,217,35,33,34,54,61,203,25,59,41,58,20,90,20,16,11,20,23,54,49,11,20,18,347,74,67,57,74,75,1111,381,3,1,"Medium","Medium",1,"Stocky (185+)",74,67,57,75,34,74
NA,"TitoRB LB RWB",32,71,71,"Rayo Vallecano
2018 ~ 2020",145889,"175cm / 5'9""","64kg / 141lbs","Right",71,"RB",0,"Jul 29, 2018","N/A","€1.3M","€10K","€2.9M",288,77,43,62,70,36,283,65,40,42,67,69,352,68,69,71,65,79,305,59,78,69,63,36,288,69,72,48,55,44,64,212,66,71,75,63,11,12,16,10,14,1791,382,3,3,"Medium","Medium",1,"Lean (170-185)",69,45,65,68,69,66
NA,"N. RimandoGK",39,71,71,"Real Salt Lake
2007 ~ 2019",16097,"178cm / 5'10""","83kg / 183lbs","Right",70,"GK",0,"Feb 23, 2007","N/A","€160K","€3K","€240K",105,24,17,13,39,12,136,16,20,24,39,37,263,45,46,52,65,55,195,25,64,31,60,15,150,31,11,17,56,35,51,45,20,12,13,352,71,69,69,70,73,1246,398,4,1,"Medium","Medium",1,"Normal (170-185)",71,69,69,73,46,70
NA,"S. DavisCM CDM CAM",25,71,74,"New York RB
2014 ~ 2021",226273,"183cm / 6'0""","75kg / 165lbs","Right",70,"CM",3,"Dec 11, 2014","N/A","€2.9M","€6K","€4.6M",320,66,58,64,76,56,352,69,70,68,72,73,347,70,70,71,66,70,347,65,67,82,73,60,319,66,66,63,66,58,71,197,69,66,62,47,8,9,9,9,12,1929,411,4,3,"Medium","Medium",1,"Normal (170-185)",70,60,71,70,66,74
NA,"M. SamudioLB",31,71,71,"Querétaro
2018 ~ 2019",179681,"173cm / 5'8""","80kg / 176lbs","Left",70,"LB",0,"Jan 1, 2018","N/A","€1.6M","€7K","€2.6M",305,70,51,67,67,50,326,70,69,60,56,71,350,75,78,61,69,67,378,76,76,79,80,67,307,70,62,64,57,54,69,202,64,68,70,56,12,12,15,7,10,1924,414,3,3,"Medium","High",1,"Stocky (170-185)",77,60,64,69,66,78
NA,"M. MartinCAM CM",30,71,71,"Reims
2017 ~ 2019",188385,"171cm / 5'7""","68kg / 150lbs","Right",70,"CAM",0,"Aug 14, 2017","N/A","€2.2M","€10K","€4.5M",317,69,61,52,72,63,358,66,74,73,72,73,350,64,64,75,69,78,259,70,33,34,55,67,336,63,68,70,74,61,71,132,38,59,35,62,16,6,15,12,13,1814,372,4,3,"Medium","Low",2,"Normal (170-185)",64,65,72,70,51,50
NA,"A. WeimannST RM",26,71,71,"Bristol City
2018 ~ 2021",194017,"178cm / 5'10""","76kg / 168lbs","Right",70,"ST",0,"Jul 3, 2018","N/A","€2.6M","€30K","€4.9M",317,56,68,68,66,59,313,68,68,64,43,70,371,85,81,73,71,61,343,74,59,81,62,67,333,76,49,73,63,72,60,115,40,41,34,54,11,9,16,12,6,1846,394,3,3,"High","High",1,"Normal (170-185)",83,69,60,69,44,69
NA,"F. Al AnsariCDM CM CB",31,71,71,"Al Faisaly
2006 ~ 2023",219106,"195cm / 6'5""","73kg / 161lbs","Right",71,"CM",0,"Jul 1, 2006","N/A","€1.6M","€15K","€2.6M",288,63,43,60,78,44,353,67,68,72,74,72,276,51,53,60,67,45,323,69,33,76,77,68,297,63,64,58,74,38,73,190,63,66,61,40,9,7,6,7,11,1767,382,3,3,"Medium","Medium",1,"Lean (185+)",52,54,73,67,64,72
NA,"R. BacaCM CDM",28,71,71,"Cruz Azul
2013 ~ 2022",204771,"170cm / 5'7""","65kg / 143lbs","Right",70,"CM",0,"Dec 23, 2013","N/A","€2.4M","€15K","€4M",299,63,57,53,72,54,332,68,66,58,70,70,374,77,79,71,72,75,316,61,52,89,64,50,322,60,71,64,69,58,75,182,43,70,69,61,13,14,7,14,13,1886,401,3,3,"High","High",1,"Lean (170-)",78,57,68,69,60,69
NA,"L. SinghRW LW",20,71,83,"Chaves
Jun 30, 2019 On loan",237539,"171cm / 5'7""","60kg / 132lbs","Right",71,"RW",12,"Jan 31, 2017","Jun 30, 2019","€4.2M","€6K","€0",308,64,69,54,62,59,331,76,71,67,45,72,425,90,85,90,68,92,273,73,46,58,34,62,247,32,23,68,56,68,72,84,22,31,31,39,10,6,7,9,7,1707,360,4,3,"High","Medium",1,"Lean (170-185)",87,68,59,77,29,40
NA,"B. AnguloLB LWB",28,71,71,"Puebla
2017 ~ 2021",184035,"174cm / 5'9""","74kg / 163lbs","Left",70,"LB",0,"Jul 11, 2017","N/A","€1.9M","€6K","€3.2M",265,70,50,58,62,25,295,65,61,46,58,65,369,83,78,70,68,70,358,70,74,79,77,58,278,64,68,55,57,34,67,208,68,70,70,53,12,9,11,15,6,1826,404,3,3,"Medium","Medium",1,"Stocky (170-185)",80,54,61,66,68,75
NA,"Tomeu NadalGK",29,71,72,"Albacete
2016 ~ 2021",190435,"187cm / 6'2""","82kg / 181lbs","Right",70,"GK",1,"Jul 1, 2016","N/A","€1.8M","€5K","€3.1M",79,12,14,18,21,14,89,12,18,16,20,23,214,40,38,33,67,36,181,14,65,34,51,17,99,20,15,6,35,23,50,54,29,13,12,350,70,72,67,69,72,1066,389,3,1,"Medium","Medium",1,"Normal (185+)",70,72,67,72,39,69
NA,"Ivo PintoRB",28,71,71,"Norwich City
2016 ~ 2019",197860,"184cm / 6'0""","70kg / 154lbs","Right",70,"RWB",0,"Jan 8, 2016","N/A","€1.9M","€15K","€3.6M",273,68,38,57,66,44,308,68,59,55,61,65,372,81,83,75,70,63,323,61,67,76,70,49,300,69,66,62,59,44,64,208,68,71,69,63,10,11,14,12,16,1847,399,3,3,"High","Medium",1,"Lean (170-185)",82,47,63,68,68,71
NA,"S. DoukaraST",26,71,71,"Antalyaspor
2018 ~ 2021",210404,"186cm / 6'1""","85kg / 187lbs","Right",70,"ST",0,"Jan 31, 2018","N/A","€2.6M","€15K","€5.2M",320,58,73,55,70,64,314,75,65,49,55,70,297,64,71,47,67,48,330,75,39,69,85,62,268,45,20,73,69,61,75,68,25,23,20,54,8,16,11,13,6,1651,368,3,3,"Medium","Medium",1,"Normal (185+)",68,70,64,69,26,71
NA,"B. SchmitzRB CB",23,71,74,"FC Köln
2018 ~ 2022",222692,"182cm / 6'0""","75kg / 165lbs","Right",70,"RB",3,"Jul 1, 2018","N/A","€2.5M","€10K","€3.9M",273,67,35,59,70,42,309,63,68,58,53,67,341,69,69,68,71,64,345,71,67,71,72,64,290,68,70,63,57,32,67,213,69,73,71,62,10,14,12,13,13,1833,389,3,2,"High","Medium",1,"Lean (170-185)",69,50,64,65,70,71
NA,"J. WilandGK",37,71,71,"Hammarby
2017 ~ 2019",32740,"188cm / 6'2""","78kg / 172lbs","Right",70,"GK",0,"Jul 28, 2017","N/A","€160K","€3K","€200K",72,17,11,9,28,7,100,12,15,20,29,24,176,25,29,19,66,37,186,15,67,21,72,11,138,33,28,14,48,15,63,34,13,8,13,350,65,75,67,77,66,1056,377,2,1,"Medium","Medium",1,"Stocky (185+)",65,75,67,66,27,77
NA,"Y. ShakhovCAM CM CDM",27,71,71,"PAOK
2016 ~ 2019",234980,"189cm / 6'2""","82kg / 181lbs","Right",70,"CF",0,"Jul 1, 2016","N/A","€2.5M","€1K","€5.2M",309,47,70,65,70,57,331,72,68,52,66,73,322,70,73,66,66,47,338,74,58,65,75,66,305,67,53,66,71,48,70,180,61,60,59,49,7,12,9,14,7,1834,403,4,3,"Medium","Medium",1,"Lean (185+)",72,68,64,70,59,70
NA,"Ö. ÇekLB LM",27,71,71,"Kasımpaşa
2018 ~ 2020",124388,"173cm / 5'8""","70kg / 154lbs","Left",71,"LM",0,"Jul 1, 2018","N/A","€2M","€9K","€3.9M",322,75,61,60,70,56,359,70,73,72,71,73,381,76,78,78,71,78,345,70,70,78,59,68,316,68,61,68,67,52,61,198,59,70,69,53,9,15,11,9,9,1974,414,2,3,"High","Medium",1,"Lean (170-185)",77,64,71,72,64,66
NA,"David RayaGK",22,71,78,"Blackburn Rovers
2013 ~ 2021",220901,"183cm / 6'0""","75kg / 165lbs","Right",70,"GK",7,"Jul 1, 2013","N/A","€2.4M","€15K","€5M",103,12,19,20,32,20,118,17,18,15,30,38,249,45,41,56,69,38,160,25,50,29,42,14,109,24,11,15,33,26,46,55,28,14,13,344,71,72,63,67,71,1138,387,3,1,"Medium","Medium",1,"Normal (170-185)",71,72,63,71,43,67
NA,"D. ToközCDM CM",22,71,76,"Beşiktaş
2018 ~ 2021",223717,"180cm / 5'11""","75kg / 165lbs","Right",70,"CDM",5,"Jul 1, 2018","N/A","€2.7M","€20K","€5.3M",284,50,54,59,75,46,297,69,49,42,69,68,348,74,66,69,69,70,330,67,66,68,74,55,316,75,66,63,62,50,66,208,68,72,68,55,8,10,10,15,12,1838,400,3,3,"High","Medium",1,"Normal (170-185)",70,57,64,69,68,72
NA,"Feng XiaotingCB",32,71,71,"Guangzhou Evergrande
2011 ~ 2020",175589,"187cm / 6'2""","78kg / 172lbs","Right",70,"CB",0,"Jan 1, 2011","N/A","€1.4M","€10K","€3M",277,50,34,75,70,48,284,50,52,52,73,57,299,66,52,53,68,60,306,50,75,71,70,40,318,65,72,60,67,54,66,213,72,70,71,61,11,11,15,11,13,1758,359,3,2,"High","High",1,"Normal (185+)",58,41,64,54,72,70
NA,"Álvaro ArroyoCB",29,71,71,"Albacete
2016 ~ 2021",198630,"180cm / 5'11""","71kg / 157lbs","Right",70,"CB",0,"Jul 1, 2016","N/A","€1.8M","€6K","€2.9M",230,69,23,48,65,25,223,45,39,39,42,58,340,68,78,66,69,59,287,25,84,82,79,17,281,78,71,48,44,40,64,220,72,73,75,55,9,10,13,11,12,1636,357,3,2,"Medium","Medium",1,"Normal (170-185)",74,24,56,53,70,80
NA,"C. O'DowdaLM",23,71,77,"Bristol City
2016 ~ 2020",212454,"180cm / 5'11""","75kg / 165lbs","Left",70,"LM",6,"Jul 14, 2016","N/A","€3.2M","€20K","€6.8M",305,69,62,59,67,48,315,73,59,57,56,70,392,87,84,80,67,74,321,60,67,71,65,58,269,48,38,61,64,58,56,99,43,31,25,59,14,14,7,14,10,1760,383,2,3,"Medium","Medium",1,"Lean (170-185)",85,60,64,73,38,63
NA,"V. FigueroaLM CAM CM RM",34,71,71,"Newell's Old Boys
2011 ~ 2020",153062,"168cm / 5'6""","63kg / 139lbs","Right",71,"CAM",0,"Jul 16, 2011","N/A","€1.2M","€10K","€1.8M",307,65,65,42,71,64,361,70,75,70,75,71,385,79,74,77,70,85,334,73,84,73,34,70,302,74,58,64,72,34,73,127,40,49,38,63,6,16,13,12,16,1879,385,3,3,"High","Medium",1,"Lean (170-)",76,66,71,72,46,54
NA,"J. SiebatcheuST",22,71,78,"Rennes
2018 ~ 2023",227558,"190cm / 6'3""","84kg / 185lbs","Right",70,"ST",7,"Jul 1, 2018","N/A","€3.4M","€20K","€7.1M",331,52,74,70,68,67,284,64,58,43,49,70,320,63,66,63,67,61,347,69,70,69,78,61,262,42,28,71,56,65,62,69,27,18,24,56,14,10,12,14,6,1669,355,3,3,"High","Medium",1,"Normal (185+)",65,69,58,66,29,68
NA,"E. RemediCDM CM",23,71,78,"Atlanta United
2018 ~ 2020",228838,"169cm / 5'7""","72kg / 159lbs","Right",70,"CDM",7,"Jul 27, 2018","N/A","€2.8M","€5K","€4.8M",272,55,40,68,74,35,285,59,38,52,69,67,327,65,55,68,69,70,366,61,71,84,83,67,312,81,63,56,62,50,57,203,65,71,67,58,14,14,11,9,10,1823,387,2,2,"Medium","High",1,"Normal (170-)",60,51,64,63,67,82
NA,"V. AngbanCM CDM",21,71,80,"Metz
2015 ~ 2020",229606,"180cm / 5'11""","75kg / 165lbs","Right",70,"CM",9,"Jan 1, 2015","N/A","€3.6M","€5K","€7.3M",261,60,47,42,74,38,324,69,61,46,72,76,329,56,65,71,67,70,335,64,66,75,74,56,314,81,67,57,69,40,74,184,51,69,64,54,11,13,8,9,13,1801,387,4,3,"Medium","Medium",1,"Normal (170-185)",61,52,68,71,60,75
"","P. TsintotasGK",24,71,74,"AEK Athens
2017 ~ 2023",239846,"192cm / 6'4""","90kg / 198lbs","Right",70,"GK",3,"Jul 1, 2017","N/A","€2.1M","€500","€4.8M",67,13,10,14,20,10,82,11,13,15,27,16,197,35,25,37,70,30,190,23,55,32,70,10,125,36,10,10,57,12,57,40,17,11,12,351,73,70,70,63,75,1052,381,2,1,"Medium","Medium",1,"Lean (185+)",73,70,70,75,30,63
"","RodriST",28,71,71,"Granada
2018 ~ 2020",198631,"175cm / 5'9""","74kg / 163lbs","Right",70,"ST",0,"Jul 1, 2018","N/A","€2.4M","€8K","€3.9M",321,56,72,66,54,73,293,69,59,44,46,75,391,80,77,90,66,78,362,78,91,64,69,60,290,75,26,69,60,60,58,42,16,15,11,47,9,15,6,8,9,1746,367,4,3,"High","Medium",1,"Normal (170-185)",78,70,54,73,22,70
"FIFA 19 Sep 11, 201973 72 Potential","S. LletgetCM LM RM",25,71,72,"LA Galaxy
2015 ~ 2022",201447,"178cm / 5'10""","75kg / 165lbs","Right",71,"RM",1,"May 8, 2015","N/A","€2.8M","€6K","€4.4M",324,69,64,55,79,57,327,75,61,51,66,74,368,70,73,74,70,81,330,73,52,73,75,57,309,59,60,65,67,58,70,184,62,63,59,49,6,14,13,7,9,1891,412,5,4,"Medium","Medium",1,"Stocky (170-185)",72,64,70,75,61,70
